"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000100121",2.55539040880654,3.42594636336423,1.14967652603601,2.97992199177677,0.00288321797076035,0.0180567712089639
"ENSG00000100162",73.1642593904304,1.89571880467305,0.540575571101602,3.50685252167406,0.000453440381182151,0.00417900008027248
"ENSG00000100196",6217.66685081206,1.15147201132623,0.279818688472347,4.1150647142713,3.87070802380593e-05,0.000554712807397892
"ENSG00000100201",2240.47360457593,-1.28205416421941,0.225762649492393,-5.67877001400363,1.35666743487622e-08,5.89349523532512e-07
"ENSG00000100249",17.0059024825424,-1.74198981845663,0.643428282002083,-2.70735661950742,0.00678213597625601,0.0342884862263953
"ENSG00000100263",1205.10466012011,1.21172898275295,0.103054827706767,11.7581001270586,6.41618165326245e-32,2.29350996182762e-28
"ENSG00000100368",1081.1439011642,1.46534033493601,0.452581412597771,3.23773865684211,0.00120481121699123,0.00914092973667516
"ENSG00000100379",373.299926612683,1.2076223905016,0.222842131192173,5.41918345530533,5.98718560102254e-08,2.1524620417929e-06
"ENSG00000100385",227.329305746295,2.28459745064022,0.456191283788376,5.00798137059548,5.50038569771467e-07,1.48295625497658e-05
"ENSG00000100427",22.6103066885922,4.81284035849175,0.955510986392472,5.03692833157535,4.73061801295646e-07,1.30362911806384e-05
"ENSG00000100448",42.6454957336862,4.64362899151269,1.32490647540325,3.50487304403833,0.000456825069528881,0.00420245473887929
"ENSG00000100450",178.916985489262,2.27610073054084,0.485230115454931,4.69076559357176,2.72184658418573e-06,5.70402388856745e-05
"ENSG00000100453",561.794275426467,1.35929471161132,0.404269880342733,3.36234475459546,0.000772835688498315,0.00642668481143398
"ENSG00000100526",181.443797705494,1.11107125478821,0.386245279359248,2.87659503989639,0.00401991120140118,0.0233340665671433
"ENSG00000100604",1777.46131138467,5.32494226390098,1.04005459660806,5.11986801584002,3.057495630918e-07,8.927031000797e-06
"ENSG00000100625",26.8465075830194,2.14744736962366,0.728010152825226,2.94974920513121,0.00318031974506254,0.0194852988885786
"ENSG00000100628",27.8584143219629,3.67915471186858,0.959948942556341,3.83265666408361,0.000126766818522018,0.00148012895824265
"ENSG00000100650",5128.29150480221,-2.05807111891877,0.141497715179004,-14.5449070772285,6.29162224387179e-48,1.5742897178616e-43
"ENSG00000100726",993.781203415571,1.19773815848627,0.194485613031808,6.1584923420036,7.34407350144311e-10,4.40326605366754e-08
"ENSG00000100767",815.746872874107,1.10743714700715,0.337186933319151,3.28434182222285,0.00102220860511755,0.0080081173349576
"ENSG00000100836",272.992614278977,-1.13428733157855,0.296646150165167,-3.82370487851266,0.00013146125710303,0.00152076910551642
"ENSG00000100906",12949.8498287776,-1.13964113904392,0.239771270795994,-4.75303457024077,2.00386068729265e-06,4.3982984313541e-05
"ENSG00000100941",1755.81526981734,-1.1164800186938,0.117913161135499,-9.468663276789,2.83447598209318e-21,1.55881891877477e-18
"ENSG00000101057",96.6589306706176,3.40853803020064,0.851753512890687,4.00178922495162,6.28652888175987e-05,0.00082790276673366
"ENSG00000101096",170.953559790627,1.10262419386844,0.361689055196872,3.04854177372956,0.00229954939368339,0.0151658737292425
"ENSG00000101104",20.3600465433176,-2.19771300844875,0.628343311640353,-3.49763094113535,0.000469410217584491,0.00429611648295506
